Name,City,Street,Housenumber,State,Postcode,Latitude,Longitude,Emergency,Speciality,Phone,Website
Vagus Super Speciality Hospital,Bengaluru,18th Cross Road,"6,7,8",Karnataka,560003,13.0084773,77.5684217,,multi speciality,080-23569970,https://www.vagushospital.com/
Ovum Hospitals,,8th Main Road (west),,,"560043,",13.0171298,77.6432944,,,+91-8356195144,
Unknown Hospital,,,,,,13.0546111,77.5915016,,,+91-9691848896,
ChanRe Rheumatology And Immunology Center And Research,,,,,,12.9955667,77.5354224,,,+91-8489487845,
Gopala Eye Care Centre,,,,,,12.9883622,77.5343261,,,+91-8252286612,
Sharada Medicals,,8th E Main Road,,,560043,13.0152635,77.6467105,,general,+91-9158553982,
Halasuru Referal Hospital,,,,Karnataka,560008,12.973692,77.6266773,,,+91-8872332928,
Manipal Hospital,,,,Karnataka,560052,12.9882084,77.5921572,,,+91-6603411522,https://www.vikramhospital.com/
BBMP Primary Health Center,,,,,,12.9591543,77.6464476,,,+91-6926835178,
The Fracture and Orthopaedic Clinic,,,,,,13.0081737,77.5634644,,,+91-6981223658,
CSI Hospital,,,,Karnataka,560051,12.991305,77.6011314,,,+91-7812216834,http://csihospitalblr.org
Government Hospital,,,,,,12.9490229,77.6199247,,,+91-8337116857,
Sagar Hospitals,,,,Karnataka,560041,12.9279005,77.5998446,yes,,08042888888,http://www.sagarhospitals.in/
Sagar Hospital,,,,,,12.9078674,77.5651623,,,+91-7741480212,
Command Hospital (Air Force),,,,Karnataka,560007,12.9638649,77.6279636,,,+91-7596559693,
St. Philomena's Hospital,bangalore,"Mother Theresa Rd, Vivek Nagar Post, Near Life Style, Xavier Layout, Victoria Layout",4,Karnataka,560047,12.9649568,77.6111375,,,080 4016 4433,stphilomenashospital.org
Government Maternity Hospital,,,,,,12.9377267,77.5697859,,,+91-8621465072,
HCG Cancer Hospital,Bengaluru,P. Kalinga Rao Road,8,Karnataka,560027,12.9637737,77.5896833,,,+918040206000,https://www.hcgoncology.com/
Al-Ameen Hospital,,,,Karnataka,560001,12.989883,77.5942601,,,+91-6930837776,
St. Theresa's Hospital,,Dr Rajkumar Road,,Karnataka,560010,13.0067504,77.5529489,,,+91-6574721151,
Life Hospital,,,,,,12.9756177,77.6470614,,,+91-8293094836,
South City Hospital,,,,,,12.9496516,77.5803074,,,+91-6243498978,
Manipal Hospitals,,,,,,12.9199685,77.6652549,yes,,+91-9467221020,
Agadi Hospital,,,,Karnataka,560027,12.9492019,77.5977936,,,+91-6321976802,
Sparsh Hospital,Bengaluru,Tumkur Road,,,560022,13.0277509,77.5429924,,,00919019108108,https://www.sparshhospital.com/
Unknown Hospital,,,,,,12.8980981,77.6338265,,,+91-8158663923,
BMS Hospital,,,,Karnataka,560019,12.9413364,77.5674679,,,+91-9776439721,
M C Modi Eye Hospital,,,,Karnataka,560086,12.9980069,77.5459005,,,+91-8983025728,http://www.modieyehospital.com/
Unknown Hospital,,,,,,13.0177672,77.5417058,,,+91-7786283350,
Puneeth Rajkumar Multispeciality Hospital,,,,,,12.9414292,77.5226387,,,+91-8988866002,
"HOSMAT Hospital, Kalyan Nagar",Bangalore,Hennur Main Road,1,,560043,13.028489,77.6325562,,,+91-9448519601,https://hosmathospitals.com
Natus Woman and Children Hospital,,,,,,12.9427199,77.525514,,,+91-8457445113,
JC Nagar Municipal Hospital,,,,Karnataka,560006,13.0099309,77.5941222,,,+91-9185795623,
Government Homeopathic Hospital,,,,Karnataka,,12.9830337,77.5365274,,,+91-9618466308,
Dr. P.R. Desai Hospital Pvt Ltd,,,,Karnataka,560001,12.9863583,77.5792111,,,+91-9322637230,
Manipal Hospital Yeshwantpur,Bengaluru,"Brigade Gateway, Beside Metro Cash and Carry West, Malleshwaram",26/4,Karnataka,560020,13.0142942,77.5560784,yes,,080 3989 8969,https://www.columbiaasia.com/
"Shifa Hospital, Bengaluru Urban",,Queen's Road,,Karnataka,,12.9900156,77.5989689,,,+91-9447164950,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Diacon Hospital,,,,Karnataka,560010,13.0037724,77.5498285,,,+91-8817945276,
Fortis Hospital,,,,Karnataka,560086,13.0022012,77.5491011,,,+91-9403940819,
Aster CMI Hospital,,,,,,13.0545318,77.5918707,,,+91-6340343096,
Cloudnine,,,,,,12.9244197,77.6724971,,maternity,+91-6448561571,
Unknown Hospital,,,,,,12.9849552,77.556924,,,+91-7026330453,
Unknown Hospital,,,,,,13.0011093,77.5639446,,,+91-8738172494,
People Tree Hospitals,bangalore,"Tumkur Road, Opp. Taj Vivanta, Goraguntepalya",2,Karnataka,560022,13.0282887,77.5391464,,,+9180 4959 9999,https://www.peopletreehospitals.com/
Charaka Super Speciality Hospital,,,,,,12.9896386,77.6021916,,,+91-6199489360,
Unknown Hospital,,,,,,13.0058093,77.5694388,,,+91-9637913035,
Phoenix Hospital,,,,,,12.9166101,77.6450517,yes,,+91-8886067480,
ESI Hospital Malleshwaram Branch,,,,,,13.0151199,77.5600013,,,+91-6169866953,
Bhoomi Diagnostics,,,,,,12.9116986,77.6495441,,,+91-8207528382,
Narayana Multispeciality Hospital,,,,Karnataka,560102,12.9082086,77.6435134,,,+91-6623719994,https://www.narayanahealth.org/patients/locations/Bengaluru
Rainbow Children's Hospital,Bengaluru,Bannerghatta Road,178/1 & 178/2,,560076,12.9034004,77.6007617,yes,paediatrics;gynaecology,+91-8945620701,https://www.rainbowhospitals.in/our-centre/bengaluru/bannerghatta
Suguna Hospital,,Dr Rajkumar Road,,Karnataka,560010,12.9882302,77.5600393,yes,,+91-9376209474,
Dr Agarwal's Eye Hospital,,,,Karnataka,560025,12.9569001,77.6047605,no,,+91-7548689928,
SS Sparsh Hospital,,,,,,12.9264187,77.521673,,,+91-6709847189,
BBMP Hospital,,,,,,12.9949885,77.5937862,,,+91-8508109078,
Unknown Hospital,,,,,,12.9609247,77.5611731,,,+91-6221407766,
Jnana Sanjeevini,,,,Karnataka,560078,12.9162232,77.5890151,,,+91-6292025747,
Brains Super Speciality Hospital,,,,,,12.9478411,77.5924773,,,+91-8829424779,
Vasavi Hospital,,,,,,12.9031532,77.5603082,,,+91-6946678691,
ESI Hospital Peenya,,,,,,13.0249864,77.530936,,,+91-7917245221,
Rainbow Childrens Hospital,Bengaluru,Sarjapura Road,3/4,,560103,12.9202359,77.6674739,yes,gynaecology;child_psychiatry;paediatrics;otolaryngology;fertility;neonatology;vascular_surgery;physiatry,+91 08062261218,https://www.rainbowhospitals.in/
Safa Medicure Hospital,,,,,,12.9447394,77.5964228,,,+91-6804937269,
Rangadore Memorial Hospital,,DV Gundappa Road,,Karnataka,560004,12.9538911,77.5711462,yes,,+91-7028755944,
Trustwell Hospitals,,Jayachamaraja Wodeyar Road,,Karnataka,560002,12.9606538,77.5840403,,,+91-9510089448,https://trustwellhospitals.com/
BEML Hospital,,,,,,12.9712142,77.6651646,,,+91-7403098505,
Government Maternity Hospital,,,,,,13.0214559,77.553599,,,+91-6037809095,
Vanivilas Women and Children Hospital,,,,Karnataka,560002,12.9614692,77.5736889,yes,,+91-8659829532,
Minto Eye Hospital,,,,,,12.9610731,77.572289,yes,,+91-8266812080,
M S Ramaiah Hospital,,,,,,13.0297293,77.5685912,yes,,+91-7637427680,
Faculty Of Dental Sciences,,,,,,13.0292222,77.5693751,yes,,+91-8778742465,
St.John's Medical College Hospital,Bangalore,Sarjapur Road,,Karnataka,560034,12.929648,77.6185932,yes,multi speciality,+91-8729924468,http://www.stjohns.in/hospital/#sthash.1e07FWcp.dpuf
