Name,City,Street,Housenumber,State,Postcode,Latitude,Longitude,Emergency,Speciality,Phone,Website
Sevakshetra Hospital,N/A,N/A,N/A,Karnataka,560070,12.9215119,77.5724702,N/A,N/A,N/A,N/A
Perfetual Help Hospital,N/A,N/A,N/A,Karnataka,560011,12.9055752,77.5425258,N/A,N/A,N/A,N/A
Shree Vaishnavi Heart Centre and Multi Speciality,N/A,N/A,N/A,Karnataka,560076,12.9121632,77.6098276,N/A,N/A,N/A,N/A
Marigold Hospital,N/A,N/A,N/A,Karnataka,560076,12.9136262,77.6045369,no,N/A,N/A,N/A
Bharathi Hospitals,N/A,N/A,N/A,Karnataka,560050,12.9334096,77.5622345,N/A,N/A,N/A,N/A
Devi Hospital,N/A,N/A,N/A,Karnataka,560034,12.9239445,77.6198634,N/A,N/A,N/A,N/A
Devagiri Hospital,N/A,N/A,N/A,Karnataka,560070,12.924153,77.565797,N/A,N/A,N/A,N/A
Pothys Hospital,N/A,N/A,N/A,Karnataka,560076,12.9159348,77.6034098,N/A,N/A,N/A,N/A
Center for Liver Disease Hospital,N/A,N/A,N/A,Karnataka,560078,12.916234,77.593019,N/A,N/A,N/A,N/A
Sudha Prevention Centre,N/A,N/A,N/A,Karnataka,560085,12.9254569,77.5467101,N/A,N/A,N/A,N/A
Sahasra Hospital,N/A,N/A,N/A,Karnataka,560082,12.920651,77.5746118,N/A,N/A,N/A,N/A
Health India Hospital,N/A,N/A,N/A,Karnataka,560029,12.9265183,77.6090995,N/A,N/A,N/A,N/A
Shanti Hospital,N/A,N/A,N/A,Karnataka,560070,12.9202202,77.5772991,N/A,N/A,N/A,N/A
Spurthy Hospital,N/A,N/A,N/A,Karnataka,560029,12.923857,77.611355,N/A,N/A,N/A,N/A
Apollo Cradle Maternity & Children's Hospital,N/A,N/A,N/A,Karnataka,560011,12.916885,77.585258,N/A,N/A,N/A,N/A
St. Martha's Hospital,N/A,N/A,N/A,Karnataka,560061,12.906113,77.542548,N/A,N/A,N/A,N/A
Chinmaya Hrudayalaya,N/A,N/A,N/A,N/A,N/A,12.9778121,77.6459447,N/A,N/A,N/A,N/A
Baptist Hospital,N/A,N/A,N/A,Karnataka,N/A,13.0362022,77.5896998,N/A,N/A,N/A,N/A
Esi Hospital Peenya 1st Stage,N/A,N/A,N/A,Karnataka,N/A,13.0280728,77.5231858,N/A,N/A,N/A,N/A
Nayanalaya Super Speciality Eye Care Centre,N/A,N/A,N/A,Karnataka,N/A,13.006795,77.571159,N/A,N/A,N/A,N/A
Srinidhi Health Centre,N/A,N/A,N/A,Karnataka,N/A,13.005821,77.5725746,N/A,N/A,N/A,N/A
Orthopedic & Eye Care Center,N/A,N/A,N/A,Karnataka,N/A,13.0054934,77.5719519,N/A,N/A,N/A,N/A
ESI Hospital,N/A,N/A,N/A,Karnataka,N/A,13.004596,77.5540033,N/A,N/A,N/A,N/A
Ramani Orthopaedic Hospital,N/A,N/A,N/A,Karnataka,N/A,13.0044307,77.5785238,N/A,orthopaedics,N/A,N/A
Atharva Ayurdhama Ayurvedic Hospital,N/A,N/A,N/A,Karnataka,N/A,13.004314,77.547749,N/A,N/A,N/A,N/A
RICH CARE HOMEOPATHY,N/A,N/A,N/A,Karnataka,N/A,13.0015461,77.5721683,N/A,N/A,N/A,N/A
Poornayu Ayurveda Hospital,N/A,N/A,N/A,Karnataka,N/A,12.998238,77.551173,N/A,N/A,N/A,N/A
Appllo Diagnostic,N/A,N/A,N/A,Karnataka,N/A,12.9981064,77.6008126,N/A,N/A,N/A,N/A
Supra Diagnostics Spine Care And Ortho Care Hospital,N/A,N/A,N/A,Karnataka,N/A,12.9969996,77.5730038,N/A,N/A,N/A,N/A
K.C.General Hospital,N/A,N/A,N/A,Karnataka,N/A,12.9960244,77.5693714,N/A,N/A,N/A,N/A
ESIC Model Hospital,N/A,N/A,N/A,Karnataka,N/A,12.9916924,77.5539007,N/A,N/A,N/A,N/A
Government Hospital,N/A,N/A,N/A,Karnataka,N/A,12.9905045,77.5566355,N/A,N/A,N/A,N/A
Esi Hospital Bangalore,N/A,N/A,N/A,Karnataka,N/A,12.9904985,77.5530924,N/A,N/A,N/A,N/A
Government Hospital,N/A,N/A,N/A,Karnataka,N/A,12.9844963,77.5551801,N/A,N/A,N/A,N/A
Sun Orthopaedic center,N/A,N/A,N/A,N/A,N/A,13.0332219,77.5549236,N/A,N/A,N/A,N/A
St. Johns hospital Emergency ward,N/A,N/A,N/A,N/A,N/A,12.9305937,77.6186159,N/A,N/A,N/A,N/A
CUPA Small Animals Hospital,N/A,N/A,N/A,N/A,N/A,13.026494,77.5933758,N/A,N/A,N/A,N/A
Healing Hands Advanced Physiotherapy Clinic,Bangalore,4th Cross Road,"64/2, Sarakki Main Rd, Sarakki Nagar,",N/A,560078,12.9128623,77.5714903,N/A,physiotherapy;physiotherapist,N/A,N/A
Narayan Multispeciality clinic,N/A,N/A,N/A,N/A,N/A,12.9288444,77.5828703,N/A,N/A,N/A,N/A
clinic,N/A,N/A,N/A,N/A,N/A,12.9395279,77.586437,N/A,N/A,N/A,N/A
Kidwai Cancer Institute Radiation Block,N/A,N/A,N/A,N/A,N/A,12.9355966,77.5971575,N/A,N/A,N/A,N/A
Altius Hospital,N/A,N/A,N/A,N/A,N/A,13.0344639,77.6291947,N/A,N/A,N/A,N/A
My Dentist,N/A,N/A,N/A,N/A,N/A,12.9429852,77.5460604,N/A,dentist,N/A,N/A
Suraksha Hospital,N/A,N/A,N/A,N/A,N/A,13.048083,77.628791,N/A,N/A,N/A,N/A
Janani Clinics,"Basaveshwara Nagar, Bangalore","8th B Main Road, 3rd Stage, 2nd Block, Basaveshwaranagara",629,N/A,560079,12.9918503,77.5437825,N/A,gynaecology;orthodontics;dentist;vaccination;plastic_surgery,9036817877,N/A
Lotus Hospital,bangalore,"24th Main Rd, Vanganahalli, 1st Sector, HSR Layout 5th Sector, Bengaluru,",N/A,N/A,560103,12.9144825,77.6491563,N/A,N/A,N/A,N/A
Ayaans Hospital,N/A,N/A,N/A,N/A,N/A,12.9782618,77.6435889,N/A,gynaecology,N/A,N/A
NIMHANS Department Of Psychiatric and Neuro Rehabilitation,N/A,N/A,N/A,N/A,N/A,12.9400516,77.5954768,N/A,N/A,N/A,N/A
Nimhans Mr-pet Center,N/A,N/A,N/A,N/A,N/A,12.9396498,77.5967825,N/A,neurology,N/A,N/A
NIMHANS Physiotherapy Center,N/A,N/A,N/A,N/A,N/A,12.9402037,77.5954721,N/A,N/A,N/A,N/A
Cadabam's Hospitals,N/A,N/A,N/A,N/A,N/A,12.906071,77.5869281,N/A,N/A,N/A,N/A
"Fortis Hospital, Nagarbhavi",N/A,N/A,N/A,Karnataka,560072,12.9596032,77.5112481,N/A,multi speciality,N/A,https://www.fortishealthcare.com/
MEDSTAR Speciality Hospital,N/A,N/A,N/A,N/A,N/A,13.058128,77.5860405,N/A,N/A,N/A,N/A
Span Health Center,N/A,N/A,N/A,N/A,N/A,12.9774449,77.6271297,N/A,N/A,N/A,N/A
Uvin Care Hospital,N/A,N/A,N/A,N/A,N/A,12.9778346,77.6282837,N/A,N/A,N/A,N/A
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,12.8933895,77.6368614,N/A,N/A,N/A,N/A
Bengaluru City Hospital,N/A,N/A,N/A,N/A,N/A,12.9075935,77.5707809,N/A,N/A,N/A,N/A
Aspire Hospital,N/A,N/A,N/A,N/A,N/A,12.9971683,77.6145878,N/A,N/A,N/A,N/A
Sai Thunga Hospitals,N/A,N/A,N/A,N/A,N/A,12.9240012,77.6481809,N/A,N/A,N/A,N/A
Chirag Global Hospital,N/A,N/A,N/A,N/A,N/A,12.9058817,77.6037517,N/A,N/A,N/A,N/A
PMC Hospital,N/A,N/A,N/A,N/A,N/A,13.0065047,77.5545009,N/A,N/A,N/A,N/A
New Varalakshmi Hospital,N/A,N/A,N/A,N/A,N/A,12.9988382,77.5550964,N/A,N/A,N/A,N/A
Apollo Cradle Children's Hospital,N/A,N/A,N/A,N/A,N/A,13.002768,77.5536287,N/A,N/A,N/A,N/A
Netradhama,N/A,N/A,N/A,N/A,N/A,12.99743,77.5510293,N/A,N/A,N/A,N/A
St Philomenas Hospital OPD Building,N/A,Mother Teresa Road,4,N/A,560047,12.9658506,77.6109015,N/A,N/A,08040164346;08040164300,https://www.stphilomenashospital.com/
Hiremath Hospital,N/A,N/A,N/A,N/A,N/A,12.9754354,77.5358964,N/A,N/A,N/A,N/A
Hiremath Hospital,N/A,N/A,N/A,N/A,N/A,12.9754353,77.5358964,N/A,N/A,N/A,N/A
Gawai Hospital,N/A,N/A,N/A,N/A,N/A,12.9962739,77.6075693,N/A,N/A,N/A,N/A
Hiremath Hospital,N/A,N/A,N/A,N/A,N/A,12.9754353,77.5358964,N/A,N/A,N/A,N/A
Beams Hospitals Private Limited,Bengaluru,"640, 12Th Main, 80 Ft Road, 4Th Block, Koramangala",640,Karnataka,560034,12.9342277,77.6296323,N/A,N/A,N/A,N/A
H Siddiah Referral Hospital,N/A,N/A,N/A,N/A,N/A,12.9569057,77.5824398,N/A,N/A,N/A,N/A
Aster RV Hospital,bangalore,"24th Main Road, 1st Phase, J P Nagar",CA-37,N/A,560078,12.9114283,77.5849747,N/A,N/A,08046414641,https://www.asterhospitals.in/hospitals/aster-rv-bangalore
Chinmaya Mission Hospital,N/A,N/A,N/A,N/A,N/A,12.9779337,77.6461885,yes,N/A,+91 80 2502 6100,https://www.chinmayamission.com/what-we-do/institutes/chinmaya-mission-hospital-chinmaya-mission-of-nursing/
KLE Dental College,N/A,N/A,N/A,N/A,N/A,13.0305079,77.535667,N/A,N/A,N/A,N/A
Health Centre,N/A,N/A,N/A,N/A,N/A,13.0157723,77.5638038,N/A,N/A,N/A,N/A
K C General Hospital,N/A,N/A,N/A,Karnataka,560003,12.9950532,77.5697431,N/A,N/A,N/A,N/A
St Marthas Hospital,N/A,N/A,N/A,Karnataka,560001,12.9708175,77.5857431,yes,N/A,N/A,https://www.narayanahealth.org/
Vydehi Superspeciality Hospital,Bengaluru,Vittal Mallya Road,2,Karnataka,560001,12.9681553,77.5950421,N/A,multi speciality,+9180 2227 7979,http://www.vsshospital.com/
Jayanagar General Hospital,N/A,N/A,N/A,Karnataka,570014,12.9261175,77.592549,N/A,N/A,N/A,N/A
Hospital Complex,N/A,N/A,N/A,N/A,N/A,12.9382871,77.5899069,N/A,N/A,N/A,N/A
Sri Jayadeva Institute Of Cardiology,N/A,Bannerghatta Road,N/A,Karnataka,560041,12.9185194,77.599254,yes,cardiology,N/A,N/A
HMT Hospital,N/A,N/A,N/A,N/A,N/A,13.04958,77.5509219,N/A,N/A,N/A,N/A
BEL Hospital,N/A,N/A,N/A,Karnataka,560013,13.0503387,77.5567647,N/A,N/A,N/A,N/A
"Fortis Hospitals, Bannerghatta Road",N/A,N/A,N/A,Karnataka,560076,12.8947511,77.5985816,yes,multi speciality,N/A,www.fortishospitals.com
Apollo Hospital,Bangalore,Bannerghatta Road,N/A,Karnataka,560076,12.89632,77.5983495,yes,multi speciality,N/A,www.apollohospitalsbangalore.com
Bhagwan Mahaveer Jain Hospital,N/A,N/A,N/A,N/A,N/A,12.9914884,77.5952993,yes,N/A,N/A,N/A
Bowring and Lady Curzon Hospitals,"Shivaji Nagar, Bangalore",Lady Curzon Road,N/A,Karnataka,560001,12.9830115,77.6047116,N/A,Bio-Chemistry; Cardiology; Cardiothoracic Surgery; Dermatology; ENT; General Medicine; General Surgery; Micro-Biology; Neurology; Ophthalmology; Orthopedics Pathology; Pediatric Surgery; Plastic Surgery; Psychiatry; Pulmonology; Radio-Diagnosis;,+91-80-25591325,https://sabvmcri.karnataka.gov.in/
Sir Haji Ismail Gosha Sait Hospital,"Shivaji Nagar, Bangalore",Venkataswamy Naidu Road,N/A,N/A,N/A,12.9837175,77.5998896,N/A,N/A,N/A,N/A
Government Veterinary Hospital,N/A,N/A,N/A,N/A,N/A,12.9641529,77.5676947,N/A,N/A,N/A,N/A
Railways Hospital,N/A,N/A,N/A,N/A,N/A,12.9798353,77.5651105,N/A,N/A,N/A,N/A
Bangalore Baptist Hospital,Bangalore,Bellary Road,N/A,Karnataka,560024,13.034555,77.5906028,yes,N/A,08022024700,https://www.bbh.org.in/
ESI Hospital,N/A,N/A,N/A,N/A,N/A,12.9713479,77.6367243,N/A,N/A,N/A,N/A
Rajshekhar Hospital,bangalore,"9th Cross Road, Phase 1, Sarakki Layout, JP Nagar",21,Karnataka,560078,12.9110143,77.5797725,yes,N/A,080 4252 7555,https://www.rajshekarhospital.com/
"Sparsh Hospital For Advanced Surgeries, Bengaluru Urban",Bangalore,Infantry Road,N/A,Karnataka,560001,12.983283,77.594772,N/A,N/A,N/A,https://www.sparshhospital.com/
"Manipal Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560017,12.9587074,77.6490296,yes,N/A,N/A,N/A
Radhakrishna Multispeciality Hospital,bangalore,"Sunrise Towers, 30th crs JP Rd. Girinagar.,opp Canara Bank",3-4,Karnataka,560085,12.9409612,77.5455617,yes,N/A,080 2642 2977,N/A
Rajalakshmi Multi Speciality Hospital,N/A,N/A,N/A,N/A,N/A,12.9164672,77.5795714,N/A,N/A,N/A,N/A
Manipal Hospital,N/A,N/A,N/A,N/A,N/A,12.9585777,77.6481409,N/A,N/A,N/A,N/A
Indiranagar Government Hospital,N/A,N/A,N/A,N/A,N/A,12.9829238,77.6446972,N/A,N/A,N/A,N/A
Isolation Hospital,N/A,N/A,N/A,N/A,N/A,12.9839262,77.6436191,N/A,N/A,N/A,N/A
Epidemic Disesase Hospital,N/A,N/A,N/A,Karnataka,560002,12.9864155,77.6437586,N/A,N/A,N/A,N/A
Employees' State Insurance Corporation Model Hospital,N/A,N/A,N/A,N/A,N/A,12.9909528,77.5534579,yes,N/A,N/A,N/A
"Vittala International Institute Of Ophthalmology, Hosakerehalli",N/A,N/A,N/A,Karnataka,560085,12.9308127,77.5412224,yes,N/A,N/A,N/A
ISRO Employees Hospital,N/A,N/A,N/A,N/A,N/A,12.966082,77.656317,N/A,N/A,N/A,N/A
Ramaiah Memorial Hospital,N/A,N/A,N/A,Karnataka,560054,13.0282176,77.569775,yes,N/A,N/A,https://msrmh.com/
Hosmat Hospital,N/A,N/A,N/A,Karnataka,560025,12.9691251,77.6133228,yes,N/A,N/A,N/A
Victoria Hospital,N/A,N/A,N/A,N/A,N/A,12.9634957,77.5736948,yes,N/A,N/A,N/A
Manipal Hospital,N/A,N/A,N/A,Karnataka,560024,13.050953,77.5938654,yes,N/A,N/A,N/A
Dasappa Maternity Hospital,N/A,N/A,N/A,Karnataka,560002,12.9643477,77.5845256,yes,N/A,N/A,N/A
Isolation Hospital,N/A,N/A,N/A,N/A,N/A,12.9858246,77.6429529,no,N/A,N/A,N/A
Sarvodaya Hospital,N/A,N/A,N/A,Karnataka,560079,12.9803798,77.5390159,yes,N/A,N/A,N/A
Dasarahalli Referral Hospital,N/A,N/A,N/A,Karnataka,560040,12.9773598,77.5428202,N/A,N/A,N/A,N/A
Nethra Eye Hospital,N/A,N/A,N/A,Karnataka,560094,13.0271503,77.5768623,N/A,N/A,N/A,N/A
Kidwai Memorial Institute of Oncology,N/A,N/A,N/A,Karnataka,560 029,12.936526,77.5981388,yes,oncology,N/A,https://www.kidwai.kar.nic.in/
P.D. Hinduja Sindhi Hospital,N/A,N/A,N/A,Karnataka,560027,12.9644217,77.5926381,yes,N/A,N/A,https://www.hindujasindhihospital.com/
Nmpc Hospital,N/A,N/A,N/A,Karnataka,560043,13.0224158,77.6580401,yes,N/A,N/A,N/A
Shri Krishna Sevashrama Hospital,Bangalore,N/A,N/A,Karnataka,560041,12.9173497,77.5851714,N/A,N/A,+918022441631,http://www.sks-hospital.org/
Sreerampura Referal Hospital,N/A,N/A,N/A,Karnataka,560010,12.9907432,77.5649082,N/A,N/A,N/A,N/A
HAL Hospital,N/A,N/A,N/A,N/A,N/A,12.9623685,77.6664034,yes,N/A,N/A,N/A
Pro MED Hospital,N/A,N/A,N/A,Karnataka,560070,12.9294355,77.564005,N/A,N/A,N/A,N/A
Apollo Speciality Hospital,N/A,N/A,N/A,Karnataka,560011,12.9362818,77.5843424,N/A,Cardiac surgery; General and Gastro-intestinal surgery; Gynecology; Pediatric surgery; Thoracic surgery; Urology; Colorectal surgery; Cancer surgery; Orthopedics; Neurosurgery and Ear; Nose and Throat surgery,N/A,https://www.apollohospitals.com/
"Sevakshetra Hospital, Bengaluru Urban",Bangalore,27th Cross,N/A,Karnataka,560070,12.9216889,77.5721755,yes,N/A,N/A,N/A
Netradhama Hospital,N/A,Kanakapura Road,N/A,N/A,N/A,12.9252873,77.5774052,yes,N/A,N/A,N/A
The Eye Foundation,Bangalore,N/A,N/A,Karnataka,560103,12.9233474,77.6724111,N/A,ophthalmology,N/A,https://www.theeyefoundation.com/new/
Subbaiah Hospital,Mathikere,MS Ramaiah Road,N/A,Karnataka,560054,13.0302068,77.560704,yes,N/A,N/A,N/A
"Fortis Hospitals Limited, Bengaluru Urban",Bengaluru,Cunningham Road,N/A,Karnataka,560052,12.9884913,77.5945424,yes,N/A,N/A,https://www.fortishealthcare.com/
ESI Hospital,N/A,N/A,N/A,N/A,N/A,12.9952564,77.6527138,N/A,N/A,N/A,N/A
Milann Fertility Center,N/A,12th Cross,4,N/A,N/A,12.9788013,77.6380849,N/A,N/A,N/A,N/A
Sanjeevani Hospital,N/A,N/A,N/A,Karnataka,560086,13.0116917,77.5438731,N/A,N/A,N/A,https://www.sanjeevinihospital.com/
Dr. Agarwal's Eye Hospital,N/A,N/A,N/A,N/A,N/A,12.9103592,77.6004551,N/A,N/A,N/A,N/A
Sanjay Gandhi Accident and Trauma Hospital,N/A,N/A,N/A,N/A,N/A,12.9356389,77.5935945,yes,N/A,N/A,N/A
Sanjay Gandhi Accident and Trauma Hospital,N/A,N/A,N/A,N/A,N/A,12.9357711,77.5939433,yes,N/A,N/A,N/A
Greenview Hospital,N/A,N/A,N/A,N/A,N/A,12.9191928,77.6381223,N/A,N/A,N/A,N/A
Leprosy Hospital,N/A,N/A,N/A,N/A,N/A,12.9744546,77.5640222,N/A,N/A,N/A,N/A
Annasawmy Mudaliar General Hospital,N/A,N/A,N/A,Karnataka,560005,12.9999803,77.6144986,N/A,N/A,N/A,N/A
Arth Ayurveda World,Bangalore,13th Main Road,3367/A,N/A,560008,12.9685282,77.6457748,N/A,ayurveda,N/A,N/A
Indicus,N/A,2nd Cross Road,N/A,N/A,560043,13.0146094,77.6464563,N/A,N/A,N/A,N/A
Fortis La Femme Hospital,N/A,N/A,N/A,Karnataka,560025,12.9657452,77.6097161,N/A,N/A,N/A,N/A
Shyamala Hospital,Bangalore,Cambridge Road,17/4,Karnataka,560008,12.9714272,77.627494,no,N/A,N/A,N/A
Medicare Diagnostics,N/A,N/A,N/A,N/A,N/A,13.0285228,77.5587301,N/A,N/A,N/A,N/A
Abhaya Hospital,N/A,N/A,N/A,Karnataka,560027,12.9462798,77.5947839,N/A,Neuro Psychiatry; Neuro Surgery; Oncology; Orthopaedics; Joint Replacements; General Surgery,N/A,https://www.abhayahospital.org/
MS Diabetes Speciality Center,N/A,N/A,N/A,N/A,N/A,12.9807106,77.646011,N/A,N/A,N/A,N/A
BBMP Maternity Hospital,N/A,N/A,N/A,N/A,N/A,12.9491979,77.596808,N/A,N/A,N/A,N/A
Ramakrishna Clinic,"Gandhi Nagar, Bangalore",4th Cross,N/A,N/A,N/A,12.978694,77.5744614,no,N/A,N/A,N/A
ESI Hospital,N/A,N/A,N/A,N/A,N/A,12.9279948,77.5894064,N/A,N/A,N/A,N/A
Apollo Hospital,N/A,N/A,N/A,N/A,N/A,12.9883152,77.5726942,N/A,N/A,N/A,N/A
Supra Hospital,N/A,N/A,N/A,Karnataka,560079,12.992849,77.5386619,N/A,N/A,N/A,http://www.panaceahospital.com/
GM Hospital,"Basaveshwara Nagar, Bangalore","8th Main, 3rd Stage",334,N/A,560079,12.9929909,77.5387177,yes,N/A,N/A,N/A
Sakhi Hospital (A Unit Of Prasad Healthcare Services),N/A,N/A,N/A,Karnataka,560076,12.9053477,77.603209,N/A,gynaecology,N/A,N/A
Prashanth Hospitals,N/A,N/A,N/A,Karnataka,N/A,12.9391883,77.5513126,N/A,N/A,N/A,N/A
Vagus Super Speciality Hospital,Bengaluru,18th Cross Road,"6,7,8",Karnataka,560003,13.0084773,77.5684217,N/A,multi speciality,080-23569970,https://www.vagushospital.com/
Ovum Hospitals,N/A,8th Main Road (west),N/A,N/A,"560043,",13.0171298,77.6432944,N/A,N/A,N/A,N/A
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,13.0546111,77.5915016,N/A,N/A,N/A,N/A
ChanRe Rheumatology And Immunology Center And Research,N/A,N/A,N/A,N/A,N/A,12.9955667,77.5354224,N/A,N/A,N/A,N/A
Gopala Eye Care Centre,N/A,N/A,N/A,N/A,N/A,12.9883622,77.5343261,N/A,N/A,N/A,N/A
Sharada Medicals,N/A,8th E Main Road,N/A,N/A,560043,13.0152635,77.6467105,N/A,general,N/A,N/A
Halasuru Referal Hospital,N/A,N/A,N/A,Karnataka,560008,12.973692,77.6266773,N/A,N/A,N/A,N/A
Manipal Hospital,N/A,N/A,N/A,Karnataka,560052,12.9882084,77.5921572,N/A,N/A,N/A,https://www.vikramhospital.com/
BBMP Primary Health Center,N/A,N/A,N/A,N/A,N/A,12.9591543,77.6464476,N/A,N/A,N/A,N/A
The Fracture and Orthopaedic Clinic,N/A,N/A,N/A,N/A,N/A,13.0081737,77.5634644,N/A,N/A,N/A,N/A
CSI Hospital,N/A,N/A,N/A,Karnataka,560051,12.991305,77.6011314,N/A,N/A,N/A,http://csihospitalblr.org
Government Hospital,N/A,N/A,N/A,N/A,N/A,12.9490229,77.6199247,N/A,N/A,N/A,N/A
Sagar Hospitals,N/A,N/A,N/A,Karnataka,560041,12.9279005,77.5998446,yes,N/A,08042888888,http://www.sagarhospitals.in/
Sagar Hospital,N/A,N/A,N/A,N/A,N/A,12.9078674,77.5651623,N/A,N/A,N/A,N/A
Command Hospital (Air Force),N/A,N/A,N/A,Karnataka,560007,12.9638649,77.6279636,N/A,N/A,N/A,N/A
St. Philomena's Hospital,bangalore,"Mother Theresa Rd, Vivek Nagar Post, Near Life Style, Xavier Layout, Victoria Layout",4,Karnataka,560047,12.9649568,77.6111375,N/A,N/A,080 4016 4433,stphilomenashospital.org
Government Maternity Hospital,N/A,N/A,N/A,N/A,N/A,12.9377267,77.5697859,N/A,N/A,N/A,N/A
HCG Cancer Hospital,Bengaluru,P. Kalinga Rao Road,8,Karnataka,560027,12.9637737,77.5896833,N/A,N/A,+918040206000,https://www.hcgoncology.com/
Al-Ameen Hospital,N/A,N/A,N/A,Karnataka,560001,12.989883,77.5942601,N/A,N/A,N/A,N/A
St. Theresa's Hospital,N/A,Dr Rajkumar Road,N/A,Karnataka,560010,13.0067504,77.5529489,N/A,N/A,N/A,N/A
Life Hospital,N/A,N/A,N/A,N/A,N/A,12.9756177,77.6470614,N/A,N/A,N/A,N/A
South City Hospital,N/A,N/A,N/A,N/A,N/A,12.9496516,77.5803074,N/A,N/A,N/A,N/A
Manipal Hospitals,N/A,N/A,N/A,N/A,N/A,12.9199685,77.6652549,yes,N/A,N/A,N/A
Agadi Hospital,N/A,N/A,N/A,Karnataka,560027,12.9492019,77.5977936,N/A,N/A,N/A,N/A
Sparsh Hospital,Bengaluru,Tumkur Road,N/A,N/A,560022,13.0277509,77.5429924,N/A,N/A,00919019108108,https://www.sparshhospital.com/
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,12.8980981,77.6338265,N/A,N/A,N/A,N/A
BMS Hospital,N/A,N/A,N/A,Karnataka,560019,12.9413364,77.5674679,N/A,N/A,N/A,N/A
M C Modi Eye Hospital,N/A,N/A,N/A,Karnataka,560086,12.9980069,77.5459005,N/A,N/A,N/A,http://www.modieyehospital.com/
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,13.0177672,77.5417058,N/A,N/A,N/A,N/A
Puneeth Rajkumar Multispeciality Hospital,N/A,N/A,N/A,N/A,N/A,12.9414292,77.5226387,N/A,N/A,N/A,N/A
"HOSMAT Hospital, Kalyan Nagar",Bangalore,Hennur Main Road,1,N/A,560043,13.028489,77.6325562,N/A,N/A,N/A,https://hosmathospitals.com
Natus Woman and Children Hospital,N/A,N/A,N/A,N/A,N/A,12.9427199,77.525514,N/A,N/A,N/A,N/A
JC Nagar Municipal Hospital,N/A,N/A,N/A,Karnataka,560006,13.0099309,77.5941222,N/A,N/A,N/A,N/A
Government Homeopathic Hospital,N/A,N/A,N/A,Karnataka,N/A,12.9830337,77.5365274,N/A,N/A,N/A,N/A
Dr. P.R. Desai Hospital Pvt Ltd,N/A,N/A,N/A,Karnataka,560001,12.9863583,77.5792111,N/A,N/A,N/A,N/A
Manipal Hospital Yeshwantpur,Bengaluru,"Brigade Gateway, Beside Metro Cash and Carry West, Malleshwaram",26/4,Karnataka,560020,13.0142942,77.5560784,yes,N/A,080 3989 8969,https://www.columbiaasia.com/
"Shifa Hospital, Bengaluru Urban",N/A,Queen's Road,N/A,Karnataka,N/A,12.9900156,77.5989689,N/A,N/A,N/A,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Diacon Hospital,N/A,N/A,N/A,Karnataka,560010,13.0037724,77.5498285,N/A,N/A,N/A,N/A
Fortis Hospital,N/A,N/A,N/A,Karnataka,560086,13.0022012,77.5491011,N/A,N/A,N/A,N/A
Aster CMI Hospital,N/A,N/A,N/A,N/A,N/A,13.0545318,77.5918707,N/A,N/A,N/A,N/A
Cloudnine,N/A,N/A,N/A,N/A,N/A,12.9244197,77.6724971,N/A,maternity,N/A,N/A
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,12.9849552,77.556924,N/A,N/A,N/A,N/A
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,13.0011093,77.5639446,N/A,N/A,N/A,N/A
People Tree Hospitals,bangalore,"Tumkur Road, Opp. Taj Vivanta, Goraguntepalya",2,Karnataka,560022,13.0282887,77.5391464,N/A,N/A,+9180 4959 9999,https://www.peopletreehospitals.com/
Charaka Super Speciality Hospital,N/A,N/A,N/A,N/A,N/A,12.9896386,77.6021916,N/A,N/A,N/A,N/A
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,13.0058093,77.5694388,N/A,N/A,N/A,N/A
Phoenix Hospital,N/A,N/A,N/A,N/A,N/A,12.9166101,77.6450517,yes,N/A,N/A,N/A
ESI Hospital Malleshwaram Branch,N/A,N/A,N/A,N/A,N/A,13.0151199,77.5600013,N/A,N/A,N/A,N/A
Bhoomi Diagnostics,N/A,N/A,N/A,N/A,N/A,12.9116986,77.6495441,N/A,N/A,N/A,N/A
Narayana Multispeciality Hospital,N/A,N/A,N/A,Karnataka,560102,12.9082086,77.6435134,N/A,N/A,N/A,https://www.narayanahealth.org/patients/locations/Bengaluru
Rainbow Children's Hospital,Bengaluru,Bannerghatta Road,178/1 & 178/2,N/A,560076,12.9034004,77.6007617,yes,paediatrics;gynaecology,N/A,https://www.rainbowhospitals.in/our-centre/bengaluru/bannerghatta
Suguna Hospital,N/A,Dr Rajkumar Road,N/A,Karnataka,560010,12.9882302,77.5600393,yes,N/A,N/A,N/A
Dr Agarwal's Eye Hospital,N/A,N/A,N/A,Karnataka,560025,12.9569001,77.6047605,no,N/A,N/A,N/A
SS Sparsh Hospital,N/A,N/A,N/A,N/A,N/A,12.9264187,77.521673,N/A,N/A,N/A,N/A
BBMP Hospital,N/A,N/A,N/A,N/A,N/A,12.9949885,77.5937862,N/A,N/A,N/A,N/A
